Position,PosSum,Age,TimePlayed,TeamStatus,CategoryN4,CategoryN3,CategoryN2,WinLose,PA%,Shots_PM,ShotsOT_PM,KeyPasses_PM,AerialsWon_PM,Touches_PM,TotalTackles_PM,Interceptions_PM,Clearances_PM,BlockedShots_PM,Fouls_PM,Dribbles_PM,Fouled_PM,Offsides_PM,Disp_PM,UnsTouchesRating_PM,Passes_PM,Crosses_PM,AccCrosses_PM,LB_PM,AccLB_PM,ThB_PM,AccThB_PM
Sub,SUB,24,30,1,2,2,1,0,75,0.022,0.011,0.022,0.011,0.244,0,0,0,0,0.033,0.022,0,0.011,0.022,0.011,0.133,0.011,0.011,0,0,0,0
Sub,SUB,29,9,1,2,2,1,0,62.5,0,0,0,0,0.133,0.022,0,0,0,0,0,0.011,0,0,0,0.089,0.011,0.011,0.022,0.022,0,0
Sub,SUB,27,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,26,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,32,90,2,1,1,1,1,50,0,0,0,0.011,0.422,0,0,0.011,0,0,0,0,0,0,0,0.289,0,0,0.222,0.078,0,0
DR,DF,22,90,2,1,1,1,1,67.9,0,0,0.011,0,0.767,0.044,0.044,0.067,0.011,0,0.022,0.011,0,0.011,0.022,0.311,0.011,0,0.056,0.011,0.011,0.011
DC,DF,29,90,2,1,1,1,1,93.8,0,0,0,0.011,0.478,0.022,0.022,0.067,0,0,0,0.011,0,0,0,0.356,0,0,0.033,0.033,0,0
DC,DF,30,90,2,1,1,1,1,88.6,0.011,0.011,0,0.056,0.556,0.011,0.011,0.122,0,0,0,0,0,0,0,0.389,0,0,0.067,0.056,0,0
DL,DF,29,91,2,1,1,1,1,81.1,0.011,0.011,0.022,0,0.7,0,0.011,0.044,0,0,0.044,0,0.022,0,0,0.411,0.022,0,0.011,0.011,0,0
MR,MD,28,87,2,1,1,1,1,75,0.022,0.022,0.011,0,0.7,0.056,0.011,0,0,0,0.033,0.022,0,0.022,0.011,0.356,0.033,0.011,0.056,0.022,0,0
MC,MD,28,90,2,1,1,1,1,73,0,0,0.022,0.011,0.544,0.044,0.011,0.022,0,0.033,0,0,0,0,0.011,0.411,0.044,0.033,0.044,0.011,0,0
MC,MD,32,90,2,1,1,1,1,77.1,0,0,0.011,0.011,0.5,0.022,0.022,0.011,0.011,0.022,0,0,0,0.022,0,0.389,0,0,0.056,0.011,0,0
ML,MD,27,90,2,1,1,1,1,78.3,0.011,0.011,0,0.022,0.389,0.022,0.011,0,0.011,0.022,0.011,0,0,0.022,0,0.256,0.011,0,0.011,0.011,0,0
FW,FW,29,82,2,1,1,1,1,53.9,0.033,0.022,0.022,0.089,0.422,0,0,0,0.011,0.022,0.011,0,0,0.011,0.044,0.289,0,0,0.011,0.011,0,0
FW,FW,27,90,2,1,1,1,1,72,0.033,0.022,0,0.011,0.611,0.011,0,0,0,0.022,0.011,0.044,0.011,0.1,0.056,0.278,0.011,0,0.022,0,0.011,0
Sub,SUB,24,8,2,1,1,1,1,75,0,0,0.011,0,0.078,0,0,0,0,0,0,0,0,0.011,0.011,0.044,0,0,0,0,0,0
Sub,SUB,30,3,2,1,1,1,1,50,0.011,0.011,0,0,0.044,0.011,0,0,0,0,0,0,0,0,0,0.022,0,0,0.011,0,0,0
Sub,SUB,29,-1,2,1,1,1,1,100,0,0,0,0,0.056,0,0.011,0,0,0,0,0.011,0,0,0,0.033,0,0,0.011,0.011,0,0
Sub,SUB,23,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,33,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,30,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,26,90,1,2,2,1,0,45.8,0,0,0,0.011,0.344,0,0,0.022,0,0,0,0.011,0,0,0,0.267,0,0,0.244,0.1,0,0
DR,DF,22,65,1,2,2,1,0,81.3,0,0,0.011,0.011,0.589,0,0.022,0.056,0,0,0.011,0,0,0.011,0.011,0.356,0.011,0,0.111,0.067,0,0
DC,DF,30,90,1,2,2,1,0,76.2,0.011,0,0,0.044,0.6,0.056,0.011,0.056,0,0,0,0,0,0,0,0.467,0,0,0.133,0.067,0,0
DC,DF,32,90,1,2,2,1,0,77.8,0.011,0,0,0.089,0.411,0.011,0.011,0.033,0.011,0.022,0,0,0,0,0,0.3,0,0,0.022,0.011,0,0
DL,DF,26,90,1,2,2,1,0,76,0,0,0.022,0.022,0.489,0.022,0,0.011,0,0.011,0,0,0,0.011,0.011,0.278,0.033,0.011,0.022,0.011,0,0
DMC,DF,24,88,1,2,2,1,0,75,0,0,0.011,0,0.733,0.022,0.011,0.044,0,0,0.056,0.022,0,0.011,0.033,0.489,0,0,0.044,0.022,0,0
DMC,DF,25,90,1,2,2,1,0,67.5,0.011,0,0.011,0.022,0.644,0.022,0,0.033,0.011,0.011,0,0,0,0.011,0.011,0.444,0,0,0.056,0.011,0,0
AMR,MD,19,90,1,2,2,1,0,65.2,0,0,0,0.022,0.5,0,0.011,0,0,0,0,0.011,0,0.056,0.044,0.256,0.011,0,0.044,0,0,0
AMC,MD,29,90,1,2,2,1,0,84.6,0.011,0.011,0.022,0.022,0.567,0.044,0.011,0,0,0,0.011,0.022,0,0.011,0.056,0.289,0.033,0.022,0.044,0.033,0.011,0
AML,MD,33,82,1,2,2,1,0,88.9,0.011,0.011,0.033,0,0.478,0.033,0,0,0,0,0.044,0,0.011,0.056,0.056,0.2,0.044,0.022,0.011,0.011,0,0
FW,FW,25,90,1,2,2,1,0,63,0.078,0.033,0.011,0.089,0.667,0,0.011,0,0,0.033,0.011,0.033,0,0.078,0.078,0.3,0,0,0.011,0.011,0,0
Sub,SUB,31,2,1,2,2,1,0,100,0,0,0,0,0.022,0,0,0.011,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0
Sub,SUB,27,25,1,2,2,1,0,57.1,0,0,0,0,0.167,0.011,0,0.011,0,0,0,0,0,0.011,0,0.078,0,0,0.011,0,0,0
Sub,SUB,28,8,1,2,2,1,0,85.7,0,0,0,0,0.078,0,0,0,0,0.011,0,0,0,0,0,0.078,0,0,0.011,0,0,0
Sub,SUB,27,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,16,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,2,1,1,1,1,65.8,0,0,0,0.011,0.544,0,0,0.022,0,0,0,0,0,0,0,0.422,0,0,0.256,0.111,0,0
DR,DF,31,90,2,1,1,1,1,76.3,0,0,0.022,0,0.722,0.022,0.011,0.011,0,0,0,0,0,0,0.044,0.422,0.033,0.011,0.044,0,0,0
DC,DF,25,90,2,1,1,1,1,85.5,0,0,0,0.033,1.022,0.033,0.033,0.044,0,0.022,0.011,0.011,0,0.011,0.011,0.844,0,0,0.111,0.056,0,0
DC,DF,37,90,2,1,1,1,1,73.5,0,0,0,0.1,0.922,0.078,0,0.033,0,0,0,0.022,0,0,0,0.756,0,0,0.1,0.022,0,0
DL,DF,26,90,2,1,1,1,1,70.9,0,0,0.011,0.044,0.967,0.022,0,0,0,0.011,0,0,0,0,0.022,0.611,0.122,0.022,0.089,0.022,0,0
DMC,DF,26,90,2,1,1,1,1,84.6,0.022,0,0,0,0.944,0.011,0.011,0.011,0,0.011,0.056,0,0,0.022,0.011,0.722,0.022,0.011,0.089,0.044,0.011,0
DMC,DF,30,90,2,1,1,1,1,81,0.011,0,0.011,0,0.889,0.056,0.022,0,0,0.022,0,0,0,0.022,0.011,0.7,0,0,0.111,0.078,0,0
AMR,MD,22,83,2,1,1,1,1,79,0.011,0,0.011,0.056,0.411,0,0.011,0.011,0,0.011,0.033,0.033,0.011,0.011,0,0.211,0.011,0,0.011,0.011,0,0
AMC,MD,30,73,2,1,1,1,1,58.8,0,0,0.022,0,0.322,0.022,0,0,0,0.011,0,0,0,0,0.056,0.189,0.033,0.022,0.022,0,0.011,0.011
AML,MD,27,83,2,1,1,1,1,64.5,0.011,0.011,0.011,0,0.456,0.033,0,0,0,0,0,0,0,0,0.011,0.344,0.011,0,0.022,0.011,0.022,0.011
FW,FW,22,90,2,1,1,1,1,62.5,0.033,0,0,0.067,0.422,0,0,0.011,0,0.011,0,0.022,0,0.022,0.067,0.178,0,0,0.011,0.011,0,0
Sub,SUB,28,7,2,1,1,1,1,100,0.011,0,0,0,0.067,0.011,0,0,0,0.011,0,0,0,0,0,0.022,0,0,0,0,0,0
Sub,SUB,22,17,2,1,1,1,1,66.7,0,0,0,0.011,0.133,0,0,0,0,0,0,0,0,0.033,0,0.067,0,0,0,0,0,0
Sub,SUB,30,7,2,1,1,1,1,50,0,0,0,0,0.056,0.022,0,0,0,0,0,0,0,0,0,0.022,0,0,0.011,0,0,0
Sub,SUB,37,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,21,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,35,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,26,90,1,2,2,1,0,60.9,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0.222,0.122,0,0
DC,DF,31,90,1,2,2,1,0,72.7,0,0,0,0.022,0.622,0.033,0,0.044,0.011,0.022,0.011,0.011,0,0,0,0.489,0,0,0.144,0.056,0,0
DC,DF,32,90,1,2,2,1,0,87.2,0,0,0,0.022,0.556,0,0.022,0.022,0.011,0,0.011,0,0,0,0,0.433,0.011,0,0.056,0.022,0,0
DC,DF,26,45,1,2,2,1,0,80,0,0,0,0,0.089,0,0,0.022,0,0,0,0.011,0,0,0,0.056,0,0,0.011,0.011,0,0
DMR,MD,27,90,1,2,2,1,0,81.8,0.011,0,0.022,0.056,0.733,0.022,0.011,0.044,0,0.033,0,0.022,0,0.022,0.022,0.367,0.044,0.022,0.022,0,0,0
DML,MD,26,90,1,2,2,1,0,62.1,0.022,0.011,0.011,0.033,0.644,0.011,0,0.011,0,0.011,0.011,0.033,0,0,0.011,0.322,0.044,0.011,0.044,0.033,0,0
MC,MD,25,90,1,2,2,1,0,63.3,0.011,0,0,0.078,0.744,0,0.056,0.056,0.011,0.022,0.011,0,0,0,0.011,0.544,0.011,0,0.089,0.033,0,0
MC,MD,28,45,1,2,2,1,0,80,0,0,0.022,0.011,0.233,0,0,0.011,0,0.011,0,0,0,0,0.011,0.167,0.033,0.022,0.011,0.011,0,0
AMC,MD,26,76,1,2,2,1,0,61.8,0,0,0.033,0,0.522,0.011,0.011,0,0,0.011,0,0.022,0,0.033,0.011,0.378,0.011,0.011,0.033,0.022,0,0
AMC,MD,29,90,1,2,2,1,0,89.1,0.011,0,0,0.011,0.689,0,0,0,0,0.011,0,0,0,0.011,0.011,0.611,0.044,0,0.078,0.044,0,0
FW,FW,25,90,1,2,2,1,0,70.4,0.056,0.022,0.011,0.144,0.467,0,0,0.011,0,0.011,0,0,0.011,0,0.044,0.3,0,0,0,0,0,0
Sub,SUB,30,45,1,2,2,1,0,78.3,0,0,0,0.022,0.344,0.011,0.011,0.044,0,0,0,0,0,0,0,0.256,0,0,0.056,0.011,0,0
Sub,SUB,24,45,1,2,2,1,0,82.4,0.022,0.022,0,0.022,0.333,0,0,0.011,0,0,0.011,0,0.011,0.011,0.033,0.189,0.011,0,0.011,0.011,0,0
Sub,SUB,19,14,1,2,2,1,0,100,0.022,0,0.033,0,0.133,0,0,0.011,0,0,0,0,0.011,0.011,0.011,0.022,0.033,0,0,0,0,0
Sub,SUB,29,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,30,90,2,2,2,1,1,79.3,0,0,0,0,0.711,0,0,0.011,0,0,0,0,0,0,0,0.589,0,0,0.244,0.122,0,0
DC,DF,29,90,2,2,2,1,1,84.3,0,0,0.011,0.011,0.9,0.011,0,0.022,0.011,0.022,0,0.022,0,0.011,0,0.778,0.011,0.011,0.133,0.056,0,0
DC,DF,29,90,2,2,2,1,1,84.2,0.011,0.011,0,0.033,0.933,0.011,0.011,0.033,0,0,0,0.022,0,0,0,0.844,0,0,0.111,0.044,0,0
DC,DF,25,90,2,2,2,1,1,93.3,0,0,0,0.011,0.6,0,0,0.044,0,0.011,0,0,0,0,0.011,0.5,0,0,0.022,0.011,0,0
DMR,MD,27,90,2,2,2,1,1,65.5,0.011,0,0,0,0.6,0.011,0.044,0,0,0,0.011,0,0.011,0.011,0.011,0.322,0.056,0,0.056,0.022,0,0
DML,MD,30,90,2,2,2,1,1,66.7,0.011,0,0,0,0.533,0.011,0.022,0.044,0,0.022,0,0,0,0.011,0.011,0.233,0.067,0.011,0.056,0.033,0,0
MC,MD,23,90,2,2,2,1,1,76.2,0.022,0.011,0,0,0.7,0.011,0,0,0,0.011,0,0.033,0,0,0.033,0.467,0,0,0.1,0.044,0,0
MC,MD,31,90,2,2,2,1,1,82.7,0,0,0.011,0.011,1.056,0.011,0.033,0,0.011,0.011,0.011,0,0,0,0.022,0.9,0,0,0.122,0.067,0,0
MC,MD,25,90,2,2,2,1,1,84.6,0,0,0.011,0.011,0.711,0.011,0.022,0.022,0,0,0,0.011,0,0,0.022,0.578,0.044,0.011,0.089,0.022,0,0
AMC,MD,26,64,2,2,2,1,1,69.2,0.011,0.011,0.011,0.011,0.389,0,0,0,0,0.011,0.022,0.022,0,0.022,0,0.289,0,0,0.011,0,0,0
FW,FW,25,64,2,2,2,1,1,62.5,0.022,0.022,0.011,0.122,0.333,0.011,0,0.022,0,0.022,0.011,0.011,0,0.011,0.044,0.178,0,0,0,0,0,0
Sub,SUB,31,26,2,2,2,1,1,27.3,0.011,0,0,0.067,0.211,0,0,0,0,0,0,0,0.011,0.011,0.022,0.122,0.011,0,0,0,0,0
Sub,SUB,27,26,2,2,2,1,1,57.1,0,0,0.011,0,0.122,0.011,0,0,0,0,0,0.011,0,0,0.011,0.078,0,0,0,0,0,0
Sub,SUB,23,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,24,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,26,90,1,2,2,1,0,53.9,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0.267,0.133,0,0
DR,DF,27,83,1,2,2,1,0,54.3,0.011,0.011,0,0.044,0.767,0.011,0,0.011,0,0,0.011,0,0,0.022,0,0.389,0.022,0,0.111,0,0,0
DC,DF,31,90,1,2,2,1,0,65.4,0.022,0,0.011,0.056,0.444,0,0.022,0.033,0,0,0.022,0,0,0,0.011,0.289,0.011,0,0.056,0.033,0,0
DC,DF,26,90,1,2,2,1,0,78.6,0.011,0,0,0.022,0.244,0,0.022,0.033,0,0,0,0,0,0,0.011,0.156,0.011,0,0.033,0.011,0,0
DL,DF,30,76,1,2,2,1,0,42.1,0.011,0,0.022,0.011,0.456,0.011,0.022,0,0.011,0.011,0,0.011,0,0,0.011,0.211,0.011,0,0.067,0.011,0,0
DMC,DF,25,90,1,2,2,1,0,54.1,0.044,0.011,0.022,0.033,0.656,0.044,0.056,0.022,0,0.022,0,0,0,0.011,0,0.411,0,0,0.1,0.044,0,0
DMC,DF,28,90,1,2,2,1,0,83.8,0.022,0,0.056,0,0.633,0,0.022,0,0,0.033,0,0.011,0,0.011,0.022,0.411,0.1,0.033,0.044,0.033,0,0
AMR,MD,24,90,1,2,2,1,0,80,0.044,0.022,0.011,0.022,0.433,0,0,0,0,0.022,0,0.011,0.011,0,0.033,0.222,0.044,0,0.011,0,0,0
AMC,MD,26,45,1,2,2,1,0,83.3,0.011,0,0,0.011,0.289,0,0,0,0,0.033,0.022,0.022,0,0.033,0.011,0.133,0,0,0,0,0,0
AML,MD,19,90,1,2,2,1,0,52.2,0.011,0,0.056,0.011,0.478,0,0.011,0.011,0,0,0.033,0,0,0.033,0.033,0.256,0.056,0.044,0.022,0,0.011,0
FW,FW,25,90,1,2,2,1,0,75.8,0.056,0.022,0.033,0.122,0.622,0,0,0.033,0,0.011,0.011,0.011,0.011,0,0.078,0.367,0.011,0,0,0,0,0
Sub,SUB,32,7,1,2,2,1,0,66.7,0,0,0,0.011,0.033,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0.011,0,0,0
Sub,SUB,26,14,1,2,2,1,0,0,0.011,0,0,0,0.089,0,0,0,0.011,0,0,0,0,0,0,0.011,0,0,0.011,0,0,0
Sub,SUB,29,45,1,2,2,1,0,82.8,0.022,0.011,0.022,0,0.422,0.011,0,0,0,0,0,0.011,0,0.022,0.011,0.322,0,0,0.022,0,0,0
Sub,SUB,24,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,33,90,2,1,1,1,2,66,0,0,0,0.011,0.656,0,0,0.011,0,0,0,0.011,0,0,0,0.522,0,0,0.367,0.189,0,0
DR,DF,33,71,2,1,1,1,2,67.9,0,0,0,0.011,0.633,0.033,0.033,0.078,0.011,0,0,0,0,0,0,0.311,0,0,0.078,0.022,0,0
DC,DF,36,90,2,1,1,1,2,61.8,0.022,0.011,0,0.011,0.522,0.022,0.022,0.056,0,0.011,0,0,0,0,0.011,0.378,0,0,0.067,0.011,0,0
DC,DF,23,90,2,1,1,1,2,75,0.022,0,0,0.033,0.789,0.011,0.011,0.056,0.033,0.022,0,0.011,0,0,0,0.622,0,0,0.111,0.022,0,0
DL,DF,23,90,2,1,1,1,2,36.4,0.011,0,0.011,0.033,0.822,0,0,0.033,0.011,0,0,0.011,0,0.011,0.044,0.367,0.056,0.011,0.089,0.033,0,0
DMC,DF,27,70,2,1,1,1,2,79.3,0,0,0,0,0.411,0.022,0,0,0.011,0.022,0,0.011,0,0,0.022,0.322,0,0,0.044,0.022,0,0
DMC,DF,23,90,2,1,1,1,2,64.8,0,0,0,0.078,0.789,0,0.067,0.022,0.011,0.011,0,0.022,0,0,0.033,0.6,0,0,0.078,0.022,0,0
AMR,MD,30,90,2,1,1,1,2,52.2,0.011,0,0.011,0,0.489,0.022,0.033,0,0,0,0.033,0.022,0,0,0.022,0.256,0.044,0,0.078,0.011,0.011,0
AMC,MD,23,90,2,1,1,1,2,83.3,0.033,0.022,0.056,0,0.589,0.022,0,0,0,0,0.011,0.022,0,0.011,0,0.333,0.1,0.033,0.044,0.044,0.011,0.011
AML,MD,24,54,2,1,1,1,2,57.1,0,0,0.011,0.011,0.244,0.022,0,0,0,0,0,0.011,0.011,0,0.011,0.156,0.022,0.011,0,0,0,0
FW,FW,23,90,2,1,1,1,2,85.7,0.011,0.011,0.022,0,0.233,0,0,0,0,0,0,0,0.011,0.022,0.011,0.156,0,0,0,0,0,0
Sub,SUB,33,19,2,1,1,1,2,83.3,0,0,0.011,0,0.089,0,0,0,0,0,0,0,0,0.011,0,0.067,0,0,0,0,0,0
Sub,SUB,32,20,2,1,1,1,2,57.1,0.011,0,0,0.022,0.111,0,0,0.011,0,0,0,0.011,0,0,0,0.078,0,0,0.011,0,0,0
Sub,SUB,23,36,2,1,1,1,2,90,0.022,0.011,0,0.011,0.189,0,0,0.011,0,0.011,0,0,0,0,0,0.111,0.011,0,0,0,0,0
Sub,SUB,33,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,26,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,26,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,26,90,1,2,2,1,2,38.5,0,0,0,0,0.544,0,0.011,0.011,0,0.011,0,0,0,0,0,0.433,0,0,0.433,0.167,0,0
DR,DF,22,72,1,2,2,1,2,77.4,0,0,0,0.011,0.611,0.033,0.011,0.022,0.011,0,0.011,0.011,0,0,0.033,0.344,0,0,0.033,0,0,0
DC,DF,32,90,1,2,2,1,2,77.8,0,0,0,0,0.422,0.044,0.011,0.033,0,0,0,0.022,0,0,0,0.3,0,0,0.011,0,0,0
DC,DF,25,90,1,2,2,1,2,79.4,0,0,0,0.011,0.511,0.022,0.022,0.044,0.011,0,0,0,0,0,0,0.378,0,0,0.078,0.011,0,0
DL,DF,26,90,1,2,2,1,2,76.5,0,0,0,0,0.644,0.056,0.011,0.033,0,0.022,0,0.011,0,0.011,0.011,0.378,0.011,0,0.078,0.022,0,0
MC,MD,24,90,1,2,2,1,2,89.1,0.022,0.011,0,0.011,0.722,0.022,0.044,0.022,0.011,0.011,0.033,0,0,0.011,0.011,0.511,0,0,0.033,0.011,0,0
MC,MD,29,81,1,2,2,1,2,88.6,0.011,0,0.011,0,0.478,0,0,0.011,0,0,0,0.011,0,0.033,0,0.389,0.011,0,0.022,0.011,0,0
MC,MD,28,64,1,2,2,1,2,79.2,0.011,0,0,0.011,0.4,0,0.011,0,0,0.022,0,0.022,0,0.011,0.022,0.267,0.011,0.011,0.022,0.011,0,0
FWR,FW,31,90,1,2,2,1,2,75,0.011,0,0.011,0,0.444,0.011,0.022,0.011,0,0.022,0.022,0,0.011,0.022,0.022,0.267,0,0,0.022,0,0,0
FW,FW,25,90,1,2,2,1,2,60,0,0,0,0.111,0.378,0,0,0.011,0,0.022,0,0,0.033,0.044,0,0.278,0,0,0,0,0,0
FWL,FW,33,90,1,2,2,1,2,82.4,0.022,0.011,0.033,0,0.5,0,0,0,0,0,0.022,0,0,0.011,0,0.378,0,0,0.044,0.022,0.011,0
Sub,SUB,27,9,1,2,2,1,2,50,0,0,0,0.022,0.1,0.022,0,0.022,0,0,0.022,0,0,0,0.011,0.022,0,0,0,0,0,0
Sub,SUB,27,18,1,2,2,1,2,100,0,0,0,0,0.067,0.022,0,0,0,0.011,0,0,0,0,0,0.022,0.011,0,0,0,0,0
Sub,SUB,19,26,1,2,2,1,2,75,0,0,0,0,0.178,0,0,0,0,0,0.011,0,0,0.011,0,0.089,0.011,0,0.022,0.011,0,0
Sub,SUB,26,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,27,90,2,3,0,0,1,88.9,0,0,0,0.011,0.378,0,0,0.011,0,0,0,0,0,0,0,0.3,0,0,0.078,0.044,0,0
DR,DF,21,90,2,3,0,0,1,77.8,0,0,0.022,0,1.178,0.033,0.022,0,0,0,0,0,0,0,0.044,0.8,0.167,0.044,0.122,0.056,0,0
DC,DF,28,90,2,3,0,0,1,78.3,0.011,0,0,0.044,0.789,0.022,0.022,0.011,0.011,0,0,0.011,0,0,0.011,0.667,0,0,0.111,0.044,0,0
DC,DF,28,90,2,3,0,0,1,91,0,0,0,0.044,0.822,0.033,0.033,0,0,0,0,0.011,0,0,0,0.744,0,0,0.111,0.078,0,0
DL,DF,25,90,2,3,0,0,1,85.3,0.011,0.011,0.022,0.011,1.144,0.011,0.011,0,0,0,0,0,0,0.011,0,0.833,0.089,0.011,0.056,0.033,0.011,0
MC,MD,26,90,2,3,0,0,1,90.5,0,0,0.011,0.033,0.933,0.022,0,0.022,0,0.022,0,0.011,0,0,0,0.822,0.011,0.011,0.1,0.067,0,0
MC,MD,29,90,2,3,0,0,1,88.5,0.033,0,0.011,0.033,0.822,0.011,0.011,0,0,0.011,0.011,0.011,0,0.011,0.011,0.678,0.011,0.011,0.022,0.011,0,0
MC,MD,31,71,2,3,0,0,1,78.4,0,0,0.011,0.033,0.633,0.056,0,0,0.011,0,0.022,0.033,0,0.033,0,0.411,0,0,0,0,0,0
FWR,FW,27,91,2,3,0,0,1,88.9,0.056,0.033,0,0,0.489,0.022,0,0,0,0.022,0.011,0,0.011,0.044,0.044,0.2,0.022,0,0,0,0,0
FW,FW,28,71,2,3,0,0,1,67.7,0.022,0,0.011,0,0.478,0,0,0,0,0.011,0.033,0,0,0.011,0.022,0.344,0.011,0,0,0,0,0
FWL,FW,27,90,2,3,0,0,1,84.1,0.022,0.011,0.011,0,0.622,0,0,0,0.011,0.011,0.022,0.033,0,0,0.022,0.489,0.011,0,0.044,0.033,0.011,0
Sub,SUB,24,19,2,3,0,0,1,80,0.011,0,0,0,0.144,0,0,0,0,0,0.011,0,0,0.011,0,0.111,0,0,0,0,0,0
Sub,SUB,34,19,2,3,0,0,1,89.5,0.011,0.011,0.022,0,0.278,0,0,0,0,0,0,0.011,0,0,0,0.211,0.011,0,0.056,0.056,0,0
Sub,SUB,30,-1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
